Sr_No,Date,Startup_Name,Industry_Vertical,SubVertical,City_Location,Investors_Name,InvestmentnType,Amount_in_USD,Remarks,Year,Month
876,08-04-2017,Fastfox,Consumer internet,Online rental discovery platform,Gurugram,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,4600000,Unknown,2017,APRIL
877,10-04-2017,Omnify,Technology,SaaS platform for SMEs,Bengaluru,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,150000,Unknown,2017,APRIL
878,10-04-2017,Capital float,Consumer internet,Online Lending Platform for SME,Bengaluru,Mahindra and Mahindra Financial Services,Private Equity,2300000,Unknown,2017,APRIL
879,11-04-2017,Ninjacart,E-Commerce,B2B agri-marketing platform,Bengaluru,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,5500000,Unknown,2017,APRIL
880,11-04-2017,Mergerware,Technology,Software solutions for M&As,Bengaluru,Philippe Bouchet,Seed Funding,100000,Unknown,2017,APRIL
881,11-04-2017,Sports flashes,Consumer internet,Online Sports portal & Mobile app,Delhi,"Sushil Kumar, Sandeep Singh",Seed Funding,1500000,Unknown,2017,APRIL
882,12-04-2017,Clovia,E-Commerce,Online lingerie & Sleepwear etailer,Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,4000000,Unknown,2017,APRIL
883,12-04-2017,Emiza,Logistics,Third Party Logistics provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,4500000,Unknown,2017,APRIL
884,12-04-2017,Hackerearth,Consumer internet,Online Skill Assessment Platform,Bengaluru,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,4500000,Unknown,2017,APRIL
885,12-04-2017,Squadrun,Technology,Software-As-a-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,2100000,Unknown,2017,APRIL
886,12-04-2017,Tinmen,Consumer internet,Food Delivery Platform,Hyderabad,"MAPE Advisory Group, R Ramaraj, Corvus Ventures",Seed Funding,1500000,Unknown,2017,APRIL
887,12-04-2017,Scoutmytrip,Consumer internet,Online Travel planner,Mumbai,Z Nation Lab,Seed Funding,1500000,Unknown,2017,APRIL
888,13-04-2017,Safetykart,E-Commerce,Safety & Hygiene Products etailer,Gurugram,Redcliffe Capital,Private Equity,2700000,Unknown,2017,APRIL
889,13-04-2017,Weareholidays,Consumer internet,Travel Packages & Planner marketplace,Gurugram,"Urrshila Kerkar,",Private Equity,7700000,Unknown,2017,APRIL
890,14-04-2017,Ola cabs,Consumer internet,Cab Aggregator App,Bengaluru,SIMI Pacific Pte,Private Equity,260000000,Unknown,2017,APRIL
891,15-04-2017,Myly,Consumer internet,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Seed Funding,310000,Unknown,2017,APRIL
892,17-04-2017,Credihealth,Consumer internet,Online Medical Assistance platform,Gurugram,"Tolaram Inc, Mountain Pine Capital",Private Equity,1500000,Unknown,2017,APRIL
893,17-04-2017,Navia life care,Technology,Health Technology platform,Delhi,Benori Ventures LLP,Seed Funding,2000000,Unknown,2017,APRIL
894,17-04-2017,Raw pressery,Food & beverage,Raw Pressed Juices manufacturer,Mumbai,Jacqueline Fernandez,Seed Funding,175000,Unknown,2017,APRIL
895,17-04-2017,Snackible,Food & beverage,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,175000,Unknown,2017,APRIL
896,17-04-2017,Be u salons,Consumer internet,Online Salon discovery & Booking Services,Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,620000,Unknown,2017,APRIL
897,17-04-2017,Simulanis,Consumer internet,eLearning & Skills Development plat,Delhi,Village Capital,Seed Funding,1500000,Unknown,2017,APRIL
898,17-04-2017,Lendingkart,Consumer internet,Lending platform for small businesses,Ahmedabad,Anicut Capital,Private Equity,4650000,Unknown,2017,APRIL
899,18-04-2017,Innefu security consulting,Technology,Cyber Security solutions using AI,Delhi,IndiaNivesh Venture Capital Fund,Private Equity,2000000,Unknown,2017,APRIL
900,18-04-2017,Whodat,Technology,Markerless AR platform,Bengaluru,Ideaspring Capital,Private Equity,600000,Unknown,2017,APRIL
901,18-04-2017,Absentia vr,Technology,Virtual Reality Startup,Bengaluru,Exfinity Venture Partners,Private Equity,1250000,Unknown,2017,APRIL
902,19-04-2017,Iotrek,Technology,IoT Platform for Bus,Delhi,Undisclosed Investor,Seed Funding,155000,Unknown,2017,APRIL
903,20-04-2017,Holachef,Consumer internet,Online Food Delivery,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,3000000,Unknown,2017,APRIL
904,20-04-2017,Wooplr,E-Commerce,Social Commerce Fashion platform,Bengaluru,Ankit Nagori,Private Equity,2700000,Unknown,2017,APRIL
905,21-04-2017,Video ken,Consumer internet,Video Based Collaborative Learning,Bengaluru,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,1000000,Unknown,2017,APRIL
906,24-04-2017,Faasos,Food & beverage,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,6300000,Unknown,2017,APRIL
907,24-04-2017,Oyo rooms,Consumer internet,Branded Budget Hotels Aggregator,Gurugram,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,250000000,Unknown,2017,APRIL
908,24-04-2017,Toppr,Consumer internet,Learning mobile app for students,Mumbai,WGG International,Private Equity,3200000,Unknown,2017,APRIL
909,24-04-2017,Niramai,Healthcare,Breast Cancer Screening Solutions,Bengaluru,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed Funding,6000000,Unknown,2017,APRIL
910,25-04-2017,The office pass,Consumer internet,CoWorking Spaces booking platform,Gurugram,"Arun Tadanki, Aditya Verma",Seed Funding,245000,Unknown,2017,APRIL
911,25-04-2017,Urbanclap,Consumer internet,Mobile Services Marketplace,Gurugram,Trifecta Capital,Private Equity,3100000,Unknown,2017,APRIL
912,26-04-2017,Awfis,Consumer internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,20000000,Unknown,2017,APRIL
913,26-04-2017,Myra,Consumer internet,Online Pharmacy,Bengaluru,"Times Internet,Matrix Partners",Private Equity,1500000,Unknown,2017,APRIL
914,26-04-2017,Flytxt,Technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,11000000,Unknown,2017,APRIL
915,26-04-2017,Howdy ventures,Consumer internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed Funding,1500000,Unknown,2017,APRIL
916,26-04-2017,Stalkbuylove,E-Commerce,Online fashion marketplace,Delhi,Trifecta Capital,Private Equity,1000000,Unknown,2017,APRIL
917,26-04-2017,Zipgo,Consumer internet,Bus Pooling services platform,Bengaluru,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,1500000,Unknown,2017,APRIL
918,27-04-2017,Scootsy,Consumer internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,3600000,Unknown,2017,APRIL
919,27-04-2017,Autobix,Technology,Software Solutions for Auto Dealership,Pune,GardX International,Seed Funding,2000000,Unknown,2017,APRIL
920,27-04-2017,Eshiksha,Technology,Education Institution Management Solutions,Jaipur,Cross Border Angels & Experts,Seed Funding,2000000,Unknown,2017,APRIL
921,27-04-2017,Inurture,Consumer internet,Online Educational courses,Bengaluru,BlackSoil Capital Pvt. Ltd,Private Equity,1500000,Unknown,2017,APRIL
922,28-04-2017,Sepalika,Consumer internet,Healthcare related content platform,Delhi,Accel Partners,Seed Funding,750000,Unknown,2017,APRIL
923,28-04-2017,Mintwalk,Consumer internet,Financial advisory mobile app,Mumbai,Poshika Financial Ecosystem,Seed Funding,1500000,Unknown,2017,APRIL
924,29-04-2017,Qriyo,Consumer internet,Tutor Discovery & Booking platform,Jaipur,NB Ventures,Private Equity,1500000,Unknown,2017,APRIL
925,01-03-2017,Ola,Consumer internet,App based cab aggregator,Bengaluru,SoftBank Group Corp,Private Equity,330000000,Unknown,2017,MARCH
926,01-03-2017,Belong,Consumer internet,Online Jon Portal,Bengaluru,Sequoia Capital India,Private Equity,10000000,Unknown,2017,MARCH
927,01-03-2017,Seenit,Consumer internet,AI based Fashion Search Portal,Kolkata,"Calcutta Angels Network (CAN), Augment Ventures",Seed Funding,1500000,Unknown,2017,MARCH
928,01-03-2017,Paalak,E-Commerce,Fresh Produce Selling portal,Delhi,"Vishwadeep Bajaj, Harsh Kundra, Nandkumar Rane, LN Buddharaju, Anupam Tyagi",Seed Funding,7500000,Unknown,2017,MARCH
929,02-03-2017,Celes care,Consumer internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,1500000,Unknown,2017,MARCH
930,02-03-2017,Karomi,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed Funding,500000,Unknown,2017,MARCH
931,02-03-2017,Red carpet,Consumer internet,Micro Lending platform,Gurugram,Lightspeed Venture Partners,Private Equity,2500000,Unknown,2017,MARCH
932,02-03-2017,Kreate konnect,Technology,End-to-End Seller e-commerce solutions Provider,Vadodara,Langoor,Seed Funding,2000000,Unknown,2017,MARCH
933,02-03-2017,Creditmantri,Consumer internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,7600000,Unknown,2017,MARCH
934,03-03-2017,Lets endorse,Consumer internet,Online Ecosystem of social innovators,Bengaluru,"Chandigarh Angels Network, Social Alpha and other unnamed angel investors",Seed Funding,1500000,Unknown,2017,MARCH
935,03-03-2017,Tydy,Technology,Employee Onboarding and Engagement platform,Bengaluru,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding,275000,Unknown,2017,MARCH
936,03-03-2017,Nactus,Consumer internet,Professional Tutors discovery & booking mobile app,Jaipur,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",Seed Funding,1500000,Unknown,2017,MARCH
937,03-03-2017,Oho shop,Technology,eCommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,6700000,Unknown,2017,MARCH
938,03-03-2017,Emojifi,Consumer internet,Mobile App for live emoji,Hyderabad,Undisclosed angel investors,Seed Funding,1500000,Unknown,2017,MARCH
939,03-03-2017,Paytm marketplace,E-Commerce,ECommerce Marketplace,Bengaluru,Alibaba,Private Equity,200000000,Unknown,2017,MARCH
940,04-03-2017,Igenetics,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,19500000,Unknown,2017,MARCH
941,06-03-2017,Juno clinic,Consumer internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed Funding,1200000,Unknown,2017,MARCH
942,06-03-2017,Summerlabel,Consumer internet,Fashion and Lifestyle discovery platform,Gurugram,"Aneesh Seth, Tushar Mittal",Seed Funding,150000,Unknown,2017,MARCH
943,06-03-2017,Pickme,Consumer internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Equity,1790000,Unknown,2017,MARCH
944,07-03-2017,Agrostar,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Partners,Private Equity,10000000,Unknown,2017,MARCH
945,07-03-2017,Zapr,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bengaluru,Star India Pvt Ltd,Private Equity,10000000,Unknown,2017,MARCH
946,07-03-2017,Data resolve,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,1000000,Unknown,2017,MARCH
947,07-03-2017,Book servicing,Consumer internet,Online Vehicle Services Booking platform,Delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding,30000,Unknown,2017,MARCH
948,07-03-2017,Blowhorn,Consumer internet,Intra-City Logistics provider,Bengaluru,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,3650000,Unknown,2017,MARCH
949,08-03-2017,Rivigo,Logistics,Technology Enabled Logistics Company,Gurugram,Private Sector Banks (Debt Funding),Private Equity,15000000,Unknown,2017,MARCH
950,08-03-2017,Pipecandy,Technology,Intelligent Sales Prospecting Platform,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed Funding,1100000,Unknown,2017,MARCH
951,08-03-2017,Supr daily,Consumer internet,Subscription based Home Delivery Platform,Mumbai,Y Combinator,Seed Funding,120000,Unknown,2017,MARCH
952,08-03-2017,Parentune,Consumer internet,Online Community for Parents,Gurugram,"Kae Capital, SEGNEL Ventures",Private Equity,1500000,Unknown,2017,MARCH
953,09-03-2017,Appbrowzer,Consumer internet,Instant Mobile Apps Store,Bengaluru,Deepak Gurnani,Seed Funding,500000,Unknown,2017,MARCH
954,09-03-2017,Magicbricks,Consumer internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Equity,4500000,Unknown,2017,MARCH
955,10-03-2017,Peebuddy,Healthcare,Female Hygiene product manufacturer,Delhi,Indian Angel Network,Seed Funding,443000,Unknown,2017,MARCH
956,10-03-2017,Iorderfresh,E-Commerce,Online fresh fruits and grocery store,Delhi,Singapore Angel Network,Seed Funding,7500000,Unknown,2017,MARCH
957,10-03-2017,Lavelle networks,Technology,SDN Solutions,Bengaluru,Ideaspring Capital,Seed Funding,600000,Unknown,2017,MARCH
958,10-03-2017,Propertyshare,Consumer internet,Fractional Proerty Ownership & Rental platform,Bengaluru,"Asuka, Pravega Ventures, BEENEXT",Seed Funding,1500000,Unknown,2017,MARCH
959,14-03-2017,Mydermacy,Consumer internet,Online Dermatology consultation platform,Delhi,Cyber Carrier,Private Equity,1500000,Unknown,2017,MARCH
960,15-03-2017,Latestone,E-Commerce,Tech Accessories e-tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,3350000,Unknown,2017,MARCH
961,15-03-2017,Frapperz,Consumer internet,On-demand home services provider,Kolkata,Undisclosed Investor,Seed Funding,100000,Unknown,2017,MARCH
962,16-03-2017,Mpaani,Consumer internet,Loyalty rewards app,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",Private Equity,1350000,Unknown,2017,MARCH
963,16-03-2017,Shilpmis,Technology,Virtual Reality platform,Surat,"Puneet Gupta, Nimitt Desai & Others",Seed Funding,2000000,Unknown,2017,MARCH
