Sr_No,Date,Startup_Name,Industry_Vertical,SubVertical,City_Location,Investors_Name,InvestmentnType,Amount_in_USD,Remarks,Year,Month
1295,14-10-2016,Newspatrolling,Consumer internet,Online News portal,Delhi,Undisclosed,Seed Funding,25000,Unknown,2016,OCTOBER
1296,14-10-2016,Postman,Consumer internet,API Platform,Bengaluru,Nexus Venture Partners,Private Equity,7000000,Unknown,2016,OCTOBER
1297,14-10-2016,Isfc,FinTech,Education Sector Lending,Hyderabad,Gray Matters Capital,Private Equity,6000000,Unknown,2016,OCTOBER
1298,14-10-2016,Beatroute,Technology,SAAS based mobile application platform,Gurugram,Quarizon Consultancy Services LLP,Seed Funding,1000000,Unknown,2016,OCTOBER
1299,14-10-2016,Kidsstoppress,Consumer internet,Parenting and Baby care Platform,Mumbai,Karan Bhagat,Seed Funding,600000,Unknown,2016,OCTOBER
1300,14-10-2016,Innov8,Consumer internet,Co-Working Spaces aggregator,Bengaluru,Punit Soni,Seed Funding,600000,Unknown,2016,OCTOBER
1301,15-10-2016,Dailyhunt,Consumer internet,Vernacular content mobile app,Bengaluru,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,\\xc2\\xa0 Falcon Edge",Private Equity,25000000,Unknown,2016,OCTOBER
1302,15-10-2016,Tazzo bikes,Consumer internet,Motorbike rental platform,Hyderabad,DSG Consumer Partners,Seed Funding,227000,Unknown,2016,OCTOBER
1303,15-10-2016,Mykindofjob,Consumer internet,Internet & Fresher Job platform,Mumbai,"Mayank Shah, Shreyans Shah",Seed Funding,1000000,Unknown,2016,OCTOBER
1304,17-10-2016,Trilyo,Technology,B2B SAAS based product,Bengaluru,"Vishnu Bhat, Rajiv Lunkad, Naresh Ravindranath",Seed Funding,1000000,Unknown,2016,OCTOBER
1305,17-10-2016,Rooter,Consumer internet,Sports Social Network mobile app,Delhi,"Boman Irani, Dhruv Chitgopekar, Prantik Dasgupta",Seed Funding,600000,Unknown,2016,OCTOBER
1306,17-10-2016,Yumigo,Consumer internet,App based Travel Discovery and Transactions platform,Gurugram,Hemant Sahni,Seed Funding,300000,Unknown,2016,OCTOBER
1307,17-10-2016,Rentalpha,Others,equipment rental and leasing company,Mumbai,Bravia Capital,Private Equity,16000000,Unknown,2016,OCTOBER
1308,18-10-2016,3dexter,Technology,3D Printing Solutions for Edu space,Delhi,Newbie Promoters,Seed Funding,150000,Unknown,2016,OCTOBER
1309,18-10-2016,Babychakra,Consumer internet,Parenting and Child Care portal,Mumbai,RoundGlass Partners,Private Equity,600000,Unknown,2016,OCTOBER
1310,18-10-2016,Coppre,E-Commerce,Copper based items etailer,Pune,Ganesh Natarajan,Seed Funding,1500000,Unknown,2016,OCTOBER
1311,18-10-2016,Mysun,Technology,Solar Energy harnessing products marketplace,Noida,General Catalyst Partners,Private Equity,2500000,Unknown,2016,OCTOBER
1312,18-10-2016,Epathsala,Technology,Cloud based ERP for Accreditation & ICT,Bengaluru,"Hyderabad Angels, TLabs",Seed Funding,1000000,Unknown,2016,OCTOBER
1313,19-10-2016,Furlenco,Consumer internet,Online Furniture Rental platform,Bengaluru,"Lightbox Ventures, Axis Capital & Others",Private Equity,30000000,Unknown,2016,OCTOBER
1314,19-10-2016,Fisdom,Consumer internet,Personal Wealth Management Platform & App,Bengaluru,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",Private Equity,1100000,Unknown,2016,OCTOBER
1315,19-10-2016,Actofit,Technology,Wearable Technology platform & devices,Mumbai,Next Orbit Ventures Fund,Private Equity,750000,Unknown,2016,OCTOBER
1316,20-10-2016,Stayology,Consumer internet,Stay & Travel related services,Bengaluru,Ranjan Pai,Seed Funding,600000,Unknown,2016,OCTOBER
1317,20-10-2016,Hipcask,Consumer internet,Alcoholic beverage discovery platform,Mumbai,Mobikon,Seed Funding,600000,Unknown,2016,OCTOBER
1318,20-10-2016,Railyatri,Consumer internet,Train Travel Info mobile app,Noida,"Helion Ventures, Blume ventures",Private Equity,600000,Unknown,2016,OCTOBER
1319,21-10-2016,Chatongo,Consumer internet,Hyperlocal\\xc2\\xa0 Communication Mobile app,Mumbai,Janak Jain,Seed Funding,300000,Unknown,2016,OCTOBER
1320,23-10-2016,Wotu,E-Commerce,B2B Marketplace for traders,Bengaluru,KAE capital,Seed Funding,1500000,Unknown,2016,OCTOBER
1321,24-10-2016,Healthians,Consumer internet,Health Test Discovery & Ordering service,Gurugram,BEENEXT,Private Equity,3000000,Unknown,2016,OCTOBER
1322,24-10-2016,Box8,Consumer internet,Online Food Ordering platform/App,Mumbai,"IIFL Seed Ventures Fund, Mayfield Ventures",Private Equity,7500000,Unknown,2016,OCTOBER
1323,25-10-2016,Kredx,E-Commerce,Invoice discounting marketplace,Bengaluru,Sequoia Capital,Private Equity,6000000,Unknown,2016,OCTOBER
1324,25-10-2016,Creditmate,Consumer internet,Credit Report Info platform,Mumbai,India Quotient,Seed Funding,500000,Unknown,2016,OCTOBER
1325,25-10-2016,Pickrr,Technology,Courier Logistics & Order management Solutions,Delhi,Swastika Company Ltd,Seed Funding,1000000,Unknown,2016,OCTOBER
1326,25-10-2016,Satvakart,E-Commerce,Online Grocery Etailer,Gurugram,Nimit Panigrahi,Seed Funding,1500000,Unknown,2016,OCTOBER
1327,25-10-2016,Soopermo,Technology,Android utility app suite creator,Gurugram,Lalit Vase,Seed Funding,100000,Unknown,2016,OCTOBER
1328,26-10-2016,Orangetwig,Consumer internet,Social Media Marketing platform,Delhi,Undisclosed investor,Seed Funding,1000000,Unknown,2016,OCTOBER
1329,26-10-2016,Wooplr,Consumer internet,Fashion Discovery App,Bengaluru,"Astarc Ventures, Anand Chandrasekaran",Seed Funding,600000,Unknown,2016,OCTOBER
1330,26-10-2016,The kettlery,E-Commerce,Online Tea Etailer,Ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,1000000,Unknown,2016,OCTOBER
1331,27-10-2016,Idea bubbles,Consumer internet,Doctor Consulting platform,Bengaluru,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,700000,Unknown,2016,OCTOBER
1332,27-10-2016,Fr8,Technology,Truck Fleet Operation platform,Chennai,Omnivore Partners,Private Equity,971000,Unknown,2016,OCTOBER
1333,27-10-2016,Ather energy,Technology,Electric Vehicle Manufacturer,Bengaluru,Hero MotoCorp,Private Equity,27000000,Unknown,2016,OCTOBER
1334,28-10-2016,Pikkol,Logistics,Relocation Service provider,Bengaluru,"Ajay Nanavati, Afsal Salu",Seed Funding,1500000,Unknown,2016,OCTOBER
1335,29-10-2016,Velmenni,Technology,LiFi based wireless communication provider,Delhi,Kalaari Capital,Seed Funding,100000,Unknown,2016,OCTOBER
1336,29-10-2016,Volta motors,Technology,Electric Bike Manufacturer,Chennai,Kalaari Capital,Seed Funding,100000,Unknown,2016,OCTOBER
1337,29-10-2016,Cyclops,Technology,Clinical and Wearable Diagnostic Product creator,Bengaluru,Kalaari Capital,Seed Funding,100000,Unknown,2016,OCTOBER
1338,30-10-2016,Impact analytics,Technology,Business intelligence and data science Startup,Bengaluru,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,750000,Unknown,2016,OCTOBER
1339,31-10-2016,Talent next,Consumer internet,Talent Discovery & Audition management platform,Mumbai,Karanpal Singh & Others,Seed Funding,1000000,Unknown,2016,OCTOBER
1340,01-09-2016,Mad street den,Technology,Artificial Intelligence platform,Chennai,"Sequoia India, Exfinity Ventures, growX ventures,",Private Equity,1000000,Unknown,2016,SEPTEMBER
1341,01-09-2016,Mihup,Technology,Personal Digital Assistant,Kolkata,Accel Partners,Private Equity,6700000,Unknown,2016,SEPTEMBER
1342,01-09-2016,Renowala,E-Commerce,Home Improvement Marketplace,Hyderabad,Pradeep Dhobale,Seed Funding,1500000,Unknown,2016,SEPTEMBER
1343,01-09-2016,Lucideus,Technology,IT Risk Assessment and Digital Security Services provider.,Delhi,Amit Choudhary,Seed Funding,1000000,Unknown,2016,SEPTEMBER
1344,04-09-2016,Trackbizz,Technology,Field Force Automation System,Kochi,Grasshoppers,Private Equity,1000000,Unknown,2016,SEPTEMBER
1345,05-09-2016,Social quotient,Technology,Platform for Social Causes,Mumbai,"Anita Dongre, Yash Dongre, Milind Sarwate",Seed Funding,1000000,Unknown,2016,SEPTEMBER
1346,05-09-2016,Stalk buy love,E-Commerce,Fashion Apparel eTailer,Delhi,William Bissel,Seed Funding,1500000,Unknown,2016,SEPTEMBER
1347,06-09-2016,Eshakti,E-Commerce,Womens Fashion Apparel eTailer,Chennai,"Infina Finance Pvt. Ltd, Uday Kotak",Private Equity,1350000,Unknown,2016,SEPTEMBER
1348,06-09-2016,Cheersoye!,Consumer internet,Online Gift Vouchers platform,Mumbai,Undisclosed Investors,Seed Funding,500000,Unknown,2016,SEPTEMBER
1349,06-09-2016,Lenskart,E-Commerce,Online Eyewear eTailer,Delhi,PremjiInvest,Private Equity,1500000,Unknown,2016,SEPTEMBER
1350,06-09-2016,Bigstylist,Consumer internet,Hyperlocal doorstep Beauty Services provider,Mumbai,Info Edge (India) Ltd,Private Equity,900000,Unknown,2016,SEPTEMBER
1351,07-09-2016,Zilingo,E-Commerce,Online Fashion Retailer,Bengaluru,"Venturra Capital, Sequoia India, Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage",Private Equity,8000000,Unknown,2016,SEPTEMBER
1352,07-09-2016,Alternacare,Consumer internet,Online Doctor Consulting platform,Delhi,Eros Labs,Seed Funding,500000,Unknown,2016,SEPTEMBER
1353,07-09-2016,Simplilearn,Ed-Tech,Online Certification programs,Bengaluru,InnoVen Capital India,Private Equity,6000000,Unknown,2016,SEPTEMBER
1354,07-09-2016,Prozo,E-Commerce,Study Material Marketplace,Gurugram,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",Seed Funding,315000,Unknown,2016,SEPTEMBER
1355,08-09-2016,Toprankers,Ed-Tech,Online Test Preparation platform,Bengaluru,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed Funding,670000,Unknown,2016,SEPTEMBER
1356,08-09-2016,Buildtraders,E-Commerce,Online Construction Materials Marketplace,Bengaluru,Idein Ventures,Seed Funding,200000,Unknown,2016,SEPTEMBER
1357,09-09-2016,Byjus,Ed-Tech,Online Learning App,Bengaluru,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,50000000,Unknown,2016,SEPTEMBER
1358,09-09-2016,Nobroker,Consumer internet,Online Home Rental platform,Bengaluru,Anand Chandrasekaran,Seed Funding,600000,Unknown,2016,SEPTEMBER
1359,10-09-2016,Freshboxx,E-Commerce,Fruits & vegetable eTailer,Hubli,Ravi Linganuri,Seed Funding,1500000,Unknown,2016,SEPTEMBER
1360,10-09-2016,Cureinstant,Consumer internet,Social Health Networking Platform,Delhi,Dr. Rameshwar Kumar,Seed Funding,150000,Unknown,2016,SEPTEMBER
1361,10-09-2016,Poshtic,Consumer internet,Online health & Wellness platform,Noida,"havya Sharma, Amit Nagar",Seed Funding,450000,Unknown,2016,SEPTEMBER
1362,10-09-2016,Karmacircles,Consumer internet,Peer-to-peer Social Learning platform,Delhi,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",Seed Funding,600000,Unknown,2016,SEPTEMBER
1363,12-09-2016,Purple style labs,Consumer internet,Personal Styling Online platform,Mumbai,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed Funding,448000,Unknown,2016,SEPTEMBER
1364,12-09-2016,Inuxu,Technology,Online Advertising Solutions,Pune,Fork Media,Private Equity,3000000,Unknown,2016,SEPTEMBER
1365,12-09-2016,Nykaa,E-Commerce,Online Beauty products eTailer,Mumbai,"Sunil Munjal, Mariwala family",Private Equity,12300000,Unknown,2016,SEPTEMBER
1366,12-09-2016,Glam studios,Consumer internet,Beauty Salon Aggregator,Noida,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed Funding,300000,Unknown,2016,SEPTEMBER
1367,13-09-2016,Findow,Consumer internet,Fashion Discovery Mobile app,Bengaluru,Raj Singh Bhandal,Seed Funding,600000,Unknown,2016,SEPTEMBER
1368,13-09-2016,Ideachakki,Consumer internet,Restaurant Menu & Food mobile app,Delhi,Ratan Tata,Seed Funding,600000,Unknown,2016,SEPTEMBER
1369,13-09-2016,Shoekonnect,E-Commerce,Footwear & Leather B2B App,Agra,Indian Angels Network,Seed Funding,1500000,Unknown,2016,SEPTEMBER
1370,13-09-2016,Nearbuy,Consumer internet,Online Deals & Discount platform,Gurugram,BlackSoil Capital Pvt. Ltd.,Private Equity,2500000,Unknown,2016,SEPTEMBER
1371,14-09-2016,Zeroinfy,Consumer internet,Online Video Lectures platform,Kolkata,Calcutta Angels Network,Seed Funding,600000,Unknown,2016,SEPTEMBER
1372,14-09-2016,Flocareer,Consumer internet,Jobs & Skill Validation platform,Bengaluru,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",Seed Funding,150000,Unknown,2016,SEPTEMBER
1373,14-09-2016,Lenspick,E-Commerce,eyewear eTailer,Bengaluru,Scadea Solutions Inc,Private Equity,1500000,Unknown,2016,SEPTEMBER
1374,15-09-2016,Infeedo,Consumer internet,Employee engagement platform,Gurugram,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Funding,200000,Unknown,2016,SEPTEMBER
1375,15-09-2016,Furlenco,E-Commerce,Online furniture rental startup,Bengaluru,Lightbox Ventures and others,Private Equity,5000000,Unknown,2016,SEPTEMBER
1376,15-09-2016,Gopigeon,Consumer internet,on-demand logistics service provider,Bengaluru,Nexus Venture Partners,Private Equity,1500000,Unknown,2016,SEPTEMBER
1377,16-09-2016,Newsdistill,Consumer internet,City based News Aggregator App,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed Funding,100000,Unknown,2016,SEPTEMBER
1378,16-09-2016,Doctorinsta,Consumer internet,Online Doctor Consultations,Gurugram,RoundGlass Partners,Private Equity,1000000,Unknown,2016,SEPTEMBER
1379,19-09-2016,Milofy,Consumer internet,Couple Socialization App,Bengaluru,Accel Partners,Seed Funding,750000,Unknown,2016,SEPTEMBER
1380,19-09-2016,Liqvid,Technology,Integrated eLearning content solutions,Delhi,Gray Matters Capital,Private Equity,1000000,Unknown,2016,SEPTEMBER
1381,19-09-2016,Swiggy,Consumer internet,Online Food Ordering & Delivery,Bengaluru,Bessemer Venture Partners,Private Equity,15000000,Unknown,2016,SEPTEMBER
1382,20-09-2016,Codemojo,Consumer internet,Customer Engagement Platform,Bengaluru,CIO Angel Network,Seed Funding,600000,Unknown,2016,SEPTEMBER
1383,20-09-2016,Justlikenew,E-Commerce,Online gadget Repair Services Marketplace,Hyderabad,LetsVenture,Seed Funding,500000,Unknown,2016,SEPTEMBER
1384,20-09-2016,Joehukum,Technology,Enterprise customer engagement solutions,Delhi,Sumit Jain,Seed Funding,1000000,Unknown,2016,SEPTEMBER
1385,21-09-2016,Co life,Consumer internet,shared living and working spaces platform,Bengaluru,Undisclosed Investors,Seed Funding,1000000,Unknown,2016,SEPTEMBER
1386,21-09-2016,Purpledocs,Consumer internet,Electronic Health care records platform,Vadodara,"KellyGamma, Lead Angels & Others",Seed Funding,600000,Unknown,2016,SEPTEMBER
1387,21-09-2016,Pepperfry,E-Commerce,Furniture eTailer,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,31300000,Unknown,2016,SEPTEMBER
1388,21-09-2016,Equickies,E-Commerce,Online Book etailer,Ahmedabad,Lothal Angel Ventures,Seed Funding,298000,Unknown,2016,SEPTEMBER
1389,21-09-2016,Khel now,Consumer internet,Mobile-based social networking platform,Delhi,Anglian Omega Network,Seed Funding,350000,Unknown,2016,SEPTEMBER
1390,22-09-2016,Gadgetwood,Consumer internet,On-Demand Gadget repair services platform,Delhi,Carpediem Capital,Private Equity,6000000,Unknown,2016,SEPTEMBER
1391,22-09-2016,Dailyrounds,Consumer internet,Mobile App for Doctors,Bengaluru,"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",Private Equity,600000,Unknown,2016,SEPTEMBER
1392,22-09-2016,Flixy games,Technology,Mobile Game Publisher for Indian audience,Bengaluru,Rebright Partners,Seed Funding,425000,Unknown,2016,SEPTEMBER
1393,22-09-2016,Hashtaag,Technology,Mobile App Development company,Bengaluru,Undisclosed investors,Seed Funding,1000000,Unknown,2016,SEPTEMBER
1394,22-09-2016,Pharmarack,Technology,SAAS application for Pharma Industry,Pune,"Currae Healthtech Fund, Unicorn India Ventures",Private Equity,745000,Unknown,2016,SEPTEMBER
1395,23-09-2016,cloudcherry,Technology,CRM SAAS Platform,Chennai,"Vertex Ventures, Cisco Ventures, IDG Ventures",Private Equity,6000000,Unknown,2016,SEPTEMBER
1396,23-09-2016,Parentlane,Consumer internet,Social Platform for babycare and parenting,Bengaluru,Rohit MA,Seed Funding,600000,Unknown,2016,SEPTEMBER
1397,23-09-2016,First moms club,Consumer internet,Social Network for Mothers,Mumbai,Idea Wave Labs,Seed Funding,600000,Unknown,2016,SEPTEMBER
1398,23-09-2016,Inmotion,Technology,Financial platform for daily wage earning communities,Noida,"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",Seed Funding,1000000,Unknown,2016,SEPTEMBER
1399,26-09-2016,Let\xe2\x80\x99s barter,Consumer internet,Goods & Services Barter Platform,Delhi,Scale Ventures Funds,Seed Funding,600000,Unknown,2016,SEPTEMBER
1400,26-09-2016,Evengini,Consumer internet,Event Registration and Ticketing platform,Chennai,Procam International Pvt. Ltd,Private Equity,600000,Unknown,2016,SEPTEMBER
1401,27-09-2016,Tinystep,Consumer internet,Parenting Network Platform,Bengaluru,Flipkart Logistics Pvt. Ltd,Private Equity,1580000,Unknown,2016,SEPTEMBER
1402,27-09-2016,Canvs,Consumer internet,Community Platform for Artists and Designers,Mumbai,Pratik Seal,Seed Funding,600000,Unknown,2016,SEPTEMBER
1403,28-09-2016,Beardo,E-Commerce,Mens Grooming products etailer,Ahmedabad,Venture Catalysts,Seed Funding,500000,Unknown,2016,SEPTEMBER
1404,28-09-2016,Instacar,Consumer internet,Out-Station Taxi Rental Platform,Indore,Swastika Co Ltd.,Seed Funding,1000000,Unknown,2016,SEPTEMBER
1405,28-09-2016,Celes care,Consumer internet,Virtual Health Clinic for Women,Hyderabad,Endiya Partners,Seed Funding,1000000,Unknown,2016,SEPTEMBER
1406,28-09-2016,Druva,Technology,Cloud Based Data Protection Solution,Pune,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",Private Equity,51000000,Unknown,2016,SEPTEMBER
1407,29-09-2016,Promon,E-Commerce,Local Commerce Platform,Delhi,Now Capital,Seed Funding,180000,Unknown,2016,SEPTEMBER
1408,29-09-2016,Fastudent,E-Commerce,Education eCommerce platform,Noida,"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",Seed Funding,1500000,Unknown,2016,SEPTEMBER
1409,29-09-2016,Unocoin,Consumer internet,Bitcoin Wallet,Bengaluru,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",Private Equity,1500000,Unknown,2016,SEPTEMBER
1410,30-09-2016,Demyto,Consumer internet,Vehicle maintenance Services platform,Pune,Deepak Nathani,Seed Funding,600000,Unknown,2016,SEPTEMBER
1411,30-09-2016,Zeta,Technology,Enterprise Cloud Solutions,Mumbai,Bhavin Turakhia,Private Equity,19000000,Unknown,2016,SEPTEMBER
1412,30-09-2016,Kalaage,Consumer internet,Social Networking Platform for Writers,Jaipur,Rajasthan Angel Innovators Network,Seed Funding,600000,Unknown,2016,SEPTEMBER
1413,01-08-2016,Healthkart,E-Commerce,Online Pharmacy & Health Marketplace,Gurugram,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,12000000,Unknown,2016,AUGUST
1414,01-08-2016,Medinfi,Consumer internet,Doctor & Clinic Discovery Platform,Bengaluru,"Mudit Saxena, Evan Lim",Seed Funding,200000,Unknown,2016,AUGUST
1415,01-08-2016,Repaireasy,Consumer internet,Gadget Repair Services Platform,Pune,Undisclosed HNIs,Seed Funding,275000,Unknown,2016,AUGUST
1416,01-08-2016,Voonik,E-Commerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bengaluru,InnoVen Capital,Private Equity,3000000,Unknown,2016,AUGUST
1417,01-08-2016,Tokri,Consumer internet,Hyperlocal Grocery Delivery platform,Pune,Syska LED group,Private Equity,2500000,Unknown,2016,AUGUST
1418,02-08-2016,Sheroes,Consumer internet,Online Job and Career Platform for Women,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,1800000,Unknown,2016,AUGUST
1419,02-08-2016,Daily ninja,Consumer internet,Hyperlocal daily needs Products delivery platform,Bengaluru,"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",Seed Funding,600000,Unknown,2016,AUGUST
1420,02-08-2016,Yumlane,Food & beverage,Retail Food & Snack Offline centres,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed Funding,1000000,Unknown,2016,AUGUST
1421,03-08-2016,Xcode,Healthcare,Personal Genomics,Chennai,RoundGlass Partners,Private Equity,1500000,Unknown,2016,AUGUST
1422,03-08-2016,Extracarbon,Consumer internet,Waste Recycle Management platform,Gurugram,Brand Capital,Seed Funding,225000,Unknown,2016,AUGUST
1423,03-08-2016,Flickbay,Consumer internet,Mobile Based Bollywood Discovery platform,Mumbai,Paul Roy,Seed Funding,890000,Unknown,2016,AUGUST
1424,04-08-2016,Petoo,Consumer internet,Food Delivery Platform,Bengaluru,Existing Investors,Seed Funding,500000,Unknown,2016,AUGUST
1425,04-08-2016,Lehlehsports,Others,Sports Arena discovery,Delhi,Anglian Omega Network,Seed Funding,1574000,Unknown,2016,AUGUST
1426,05-08-2016,Tricog,Healthcare,Healthcare Analytics Platform,Bengaluru,"Inventus Capital Partners, Blume Ventures & Others",Private Equity,1500000,Unknown,2016,AUGUST
1427,06-08-2016,Vst travels,Technology,Travel Ticket Booking Software,Kerala,Promatus Group,Seed Funding,27000,Unknown,2016,AUGUST
1428,08-08-2016,Adpushup,Technology,Ad optimization Platform,Delhi,"Geniee, Inc, Purvi Capital",Private Equity,1000000,Unknown,2016,AUGUST
1429,08-08-2016,Wefly indoor skydiving,Others,Indoor Skydiving Sports Provider,Mumbai,Swastika Company Ltd.,Seed Funding,40000,Unknown,2016,AUGUST
1430,08-08-2016,Mojarto,E-Commerce,"Original Art, Digital Prints etailer",Gurugram,Undisclosed Investors,Seed Funding,445000,Unknown,2016,AUGUST
1431,08-08-2016,Zipgrid,Consumer internet,Community services platform,Mumbai,1Crowd (through crowd funding),Seed Funding,200000,Unknown,2016,AUGUST
1432,09-08-2016,Mobident,Healthcare,Dental Protection Solution,Bengaluru,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,1500000,Unknown,2016,AUGUST
1433,09-08-2016,Zeolr/respiron,Technology,Healthcare related IoT platform,Delhi,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,1000000,Unknown,2016,AUGUST
1434,10-08-2016,Vebbler,Consumer internet,Photo Sharing Mobile App,Bengaluru,"Anupam Mittal, Sharad Sharma & 14 others",Seed Funding,500000,Unknown,2016,AUGUST
1435,10-08-2016,Bombay shaving company,E-Commerce,Men Grooming Product etailer,Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,600000,Unknown,2016,AUGUST
1436,11-08-2016,Travelyaari,Consumer internet,Online ticket booking platform,Bengaluru,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,7000000,Unknown,2016,AUGUST
1437,11-08-2016,91springboard,Consumer internet,Co-Working Spaces Discovery & Booking platform,Mumbai,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",Private Equity,600000,Unknown,2016,AUGUST
1438,11-08-2016,Genextstudents,Consumer internet,Online Tutoring Service provider,Mumbai,1Crowd (through crowdfunding),Seed Funding,209000,Unknown,2016,AUGUST
1439,11-08-2016,Zenoti,Technology,Cloud Based Software Solutions Provider,Hyderabad,"Norwest Venture Partners, Accel India",Private Equity,15000000,Unknown,2016,AUGUST
1440,12-08-2016,Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurugram,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,1500000,Unknown,2016,AUGUST
1441,12-08-2016,Faircent.com,Consumer internet,peer-to-peer lending platform,Gurugram,Brand Capital,Private Equity,1500000,Unknown,2016,AUGUST
1442,12-08-2016,Innovaccer,Technology,Integrated Enterprise Analytics Platform,Noida,Westbridge Capital Partners,Private Equity,15600000,Unknown,2016,AUGUST
1443,12-08-2016,Cuberoot,Technology,Data Analytics & Audience Management Platform,Gurugram,Undisclosed Investors,Seed Funding,500000,Unknown,2016,AUGUST
1444,12-08-2016,Funcastic,Consumer internet,B2C vernacular podcast aggregator platform,Delhi,"HT Media Ltd, North Base Media",Seed Funding,600000,Unknown,2016,AUGUST
1445,15-08-2016,Buttercups,E-Commerce,Women Intimate Wear eTailer,Bengaluru,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",Seed Funding,4000000,Unknown,2016,AUGUST
1446,16-08-2016,Zappfresh,E-Commerce,Raw Meat Products eTailer,Gurugram,Ashvin Chadha,Seed Funding,4000000,Unknown,2016,AUGUST
1447,16-08-2016,Oyorooms,Consumer internet,Budget Hotels Aggregator,Delhi,SoftBank Group,Private Equity,62000000,Unknown,2016,AUGUST
1448,16-08-2016,Hike,Consumer internet,Mobile Messaging App,Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,175000000,Unknown,2016,AUGUST
1449,16-08-2016,Joolz,E-Commerce,Online Jewellery Store,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,500000,Unknown,2016,AUGUST
1450,16-08-2016,Salebhai,E-Commerce,"Sweets, Dry Fruits & Handicrafts etailer",Ahmedabad,Brand Capital,Private Equity,1500000,Unknown,2016,AUGUST
1451,16-08-2016,Makkajai,Technology,Online & Mobile learning for kids,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed Funding,250000,Unknown,2016,AUGUST
1452,16-08-2016,Gradopedia,Consumer internet,Career progression Portal,Mumbai,Undisclosed Dubai based HNIs,Seed Funding,600000,Unknown,2016,AUGUST
1453,17-08-2016,Maalgaadi,Logistics,Online Logistics Marketplace,Indore,"Swan Angel Network,Sachin Khandelwal and others",Seed Funding,375000,Unknown,2016,AUGUST
1454,17-08-2016,Zipi,Technology,Mobile Chatbot App,Bengaluru,Swan Angel Network,Seed Funding,1000000,Unknown,2016,AUGUST
1455,17-08-2016,Appknox,Technology,Mobile security solutions,Bengaluru,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,675000,Unknown,2016,AUGUST
1456,17-08-2016,Pikkol,Logistics,Packers & Movers,Bengaluru,Indian Angel Network,Seed Funding,1500000,Unknown,2016,AUGUST
